"","Year","Q2.5","Q7.5","Q50","Q92.5","Q97.5"
"1",2010,9.32166620527574e-05,0.00013821091129524,0.000319394271072306,0.000548494399911933,0.000650868940030487
"2",2010.12121212121,9.85714074937852e-05,0.000142886522591889,0.000326270171191851,0.000557546017542238,0.000662981013303383
"3",2010.24242424242,0.00010286328646631,0.000146394264955087,0.000331801062411044,0.000567281485903836,0.000672404022325505
"4",2010.36363636364,0.000107867035223556,0.000150015410652214,0.000337049949467087,0.000577377376013522,0.000685922263268749
"5",2010.48484848485,0.000112753595888614,0.000153308024165256,0.000341764534736326,0.00058791793346983,0.000698357290360817
"6",2010.60606060606,0.000115786531605093,0.000157841279078133,0.000347819119025717,0.000598400246152894,0.000706868525660994
"7",2010.72727272727,0.000119294914590676,0.000161902100311658,0.00035283363053744,0.000608219938074244,0.0007183137447678
"8",2010.84848484848,0.000123351344939681,0.000165804097676127,0.000357948129519313,0.000615456767946693,0.000729429940038375
"9",2010.9696969697,0.000128031535850822,0.000170338000535969,0.000363046348667214,0.000624356791391425,0.000739782617032557
"10",2011.09090909091,0.000132841203602758,0.000174885952338963,0.000367018451251326,0.000630981529013935,0.000749316345225129
"11",2011.21212121212,0.000139417619408262,0.000180023703474873,0.000371245165307649,0.000637625434678205,0.000758428618045656
"12",2011.33333333333,0.000144119385608766,0.000185689939455292,0.000375460733918182,0.000645406459201408,0.00076410169259742
"13",2011.45454545455,0.000150301351184503,0.000190268533864089,0.000379416741295087,0.000650437332945837,0.000773178765601311
"14",2011.57575757576,0.000156897429921884,0.000196039561591118,0.00038395482632376,0.000656591889997305,0.000777970349490005
"15",2011.69696969697,0.000161506208991353,0.000202679483810714,0.000388421978486251,0.000662344687863477,0.000782382197068691
"16",2011.81818181818,0.000167001135988118,0.000207527308777976,0.000393368733339343,0.000667793487794455,0.000782078621289642
"17",2011.93939393939,0.000172590970254302,0.000213959935666941,0.000397148808862368,0.000672577511215201,0.000785133485371776
"18",2012.06060606061,0.000178497760696074,0.000221209027362105,0.000402973051662903,0.000677323327971133,0.000788291658925693
"19",2012.18181818182,0.000185151214845864,0.000228541776494936,0.00040981568153634,0.000682010424026575,0.000791920223163774
"20",2012.30303030303,0.000190789949287998,0.000234692189857471,0.000416462985414328,0.000684987340906838,0.000793829070987937
"21",2012.42424242424,0.000197933458721183,0.000242990434520091,0.000422804822731256,0.000689323666093048,0.000794723073907822
"22",2012.54545454545,0.000203961258722592,0.000249883180289769,0.000428665861573772,0.000694117420079719,0.00079414180156443
"23",2012.66666666667,0.000211526732341054,0.000257281639399588,0.000433911061180391,0.000697855158545952,0.000792276793298679
"24",2012.78787878788,0.00022139866394659,0.00026457118460287,0.000439607260864657,0.000702820419508042,0.000792891180032376
"25",2012.90909090909,0.000229266135429607,0.000274343312459653,0.000447594124126817,0.000708182685010592,0.000794372150397185
"26",2013.0303030303,0.000237550685084323,0.000283155680672602,0.000455275551786583,0.000713660210467748,0.000794310268649182
"27",2013.15151515152,0.000245543921197978,0.000291470134199308,0.000462673704953544,0.000717114893352681,0.00080349198309762
"28",2013.27272727273,0.000252939464579001,0.000300418568848816,0.000471653268811079,0.000719499047248774,0.000808090754839036
"29",2013.39393939394,0.000263225628509652,0.000310116614049433,0.000479750803556434,0.000721008499631964,0.000811137835390546
"30",2013.51515151515,0.000273855296616717,0.000319973911987908,0.000490253189350994,0.00072998771077171,0.000817440557136421
"31",2013.63636363636,0.000282882880564653,0.000330437359980541,0.0005018895406304,0.000737585280790876,0.000823635355670393
"32",2013.75757575758,0.000293792786746892,0.000341496730414198,0.000511438746145265,0.000744425089529805,0.00083448658460769
"33",2013.87878787879,0.000303974453465773,0.000352356703865072,0.000521845740505009,0.000753111722488156,0.000848468765864504
"34",2014,0.000308736979894626,0.000360674062108658,0.000533680645298573,0.000765032114391101,0.000854848979921087
"35",2014.12121212121,0.000318071171079892,0.000370717272681344,0.000544529209615168,0.00077966227572563,0.000862325204782516
"36",2014.24242424242,0.000326269134701121,0.000381647216615974,0.000557167454762721,0.000792322851537762,0.000879392324014481
"37",2014.36363636364,0.000332240640744032,0.000390592716286328,0.000571280742906112,0.000808373804875405,0.0009025148225397
"38",2014.48484848485,0.000340637393772971,0.000399937027116909,0.00058399380992211,0.000828260879744781,0.000924293130455194
"39",2014.60606060606,0.000344225855462277,0.000409322387420194,0.000596712063566921,0.000845556875994016,0.000955891752700717
