"","Year","Q2.5","Q7.5","Q50","Q92.5","Q97.5"
"1",2010,0.0015189910855868,0.00185210944442445,0.00293397733295565,0.00417513955030336,0.00475229368183619
"2",2010.12121212121,0.00152430389383228,0.00185363002965771,0.00292405636665654,0.00415151705643622,0.00471341677652221
"3",2010.24242424242,0.00152627040899964,0.00184980250432601,0.00291690498629167,0.00412697892806134,0.00468811126264684
"4",2010.36363636364,0.00152829764565286,0.00184940327609606,0.00290899697329913,0.00410552285006649,0.00466509171450528
"5",2010.48484848485,0.00153032623258901,0.00184680963828709,0.00289940327082118,0.00408500415262043,0.00463376152399359
"6",2010.60606060606,0.00153125177864222,0.00184526053605744,0.00289246574487683,0.00406508714559659,0.00460242645126507
"7",2010.72727272727,0.00153438340645938,0.00184387374998223,0.00288532471259145,0.0040436574275076,0.00457083340986222
"8",2010.84848484848,0.00153641199339329,0.00185119810942671,0.00287517977389471,0.00402375260002047,0.00454751292137641
"9",2010.9696969697,0.00153844058032614,0.0018584881777497,0.00286617435053476,0.00399950269010195,0.00451765767246818
"10",2011.09090909091,0.00154152584103069,0.00185950916391195,0.00285764927742558,0.00397515468040273,0.00449388443805259
"11",2011.21212121212,0.00154451057743416,0.00186321170192129,0.00285014825929005,0.00395645456778223,0.00447117875274429
"12",2011.33333333333,0.00154784817764091,0.00185738257838319,0.00284143365852291,0.003929568822177,0.00445193407641668
"13",2011.45454545455,0.00155115947863099,0.00185967095660914,0.00283521637372078,0.00391168660234255,0.00441955188135046
"14",2011.57575757576,0.00155448966019057,0.00186066397280739,0.00283084305915659,0.00389733652909396,0.00438415893396319
"15",2011.69696969697,0.00155039793778993,0.00185513608524302,0.00282182485167091,0.00388299311640254,0.00436476378681099
"16",2011.81818181818,0.00155139219995637,0.00185883771757496,0.00281012956553263,0.00386420039086145,0.00433389116922966
"17",2011.93939393939,0.00154770291478306,0.00185864007981642,0.002793307626545,0.00384696059995822,0.00430622573245333
"18",2012.06060606061,0.0015460092926168,0.00186095625263225,0.00278481119503395,0.00383384089608768,0.00429741707384215
"19",2012.18181818182,0.00154749394445323,0.00185943697383333,0.00277693710623091,0.00382005840039123,0.00427626931194852
"20",2012.30303030303,0.00154917013882415,0.00185919246091971,0.00276726812532083,0.00380683839051157,0.00425010413194142
"21",2012.42424242424,0.00154961830500083,0.00186530659964644,0.00275835530723725,0.00378026762705796,0.00421760621088327
"22",2012.54545454545,0.00155009815677183,0.0018618869921106,0.00274768089755292,0.00376046258936163,0.00418638336498493
"23",2012.66666666667,0.00155200508072898,0.00186711730871688,0.00273373861886193,0.00373804688267586,0.00417540076618863
"24",2012.78787878788,0.00155605234417582,0.00186730247114236,0.00272516242571192,0.00371407061534553,0.00414805585079895
"25",2012.90909090909,0.00155177881928339,0.0018667245855185,0.00271492359691149,0.00369661245847409,0.00411523780466389
"26",2013.0303030303,0.00155214617281492,0.00186115819742533,0.00270288219365296,0.00368241080090556,0.00408621700545486
"27",2013.15151515152,0.00155251352634276,0.00185338840285166,0.00269783813660253,0.00366726767048051,0.00405540498500729
"28",2013.27272727273,0.00155313440187619,0.0018476658987489,0.00269095133687621,0.00364405504654317,0.00403611622643895
"29",2013.39393939394,0.00155368791583539,0.00184351864526692,0.00267875859478351,0.0036279417386408,0.00401860650444244
"30",2013.51515151515,0.00155394005655635,0.00183620651972465,0.00267078816735862,0.00361156409153241,0.00400232479220379
"31",2013.63636363636,0.00155317748189284,0.00182485338143323,0.00266009990620728,0.00359446396511637,0.0039685985146954
"32",2013.75757575758,0.00154906142140954,0.00182564084847181,0.00265249882679331,0.00357997647462538,0.00394684322427367
"33",2013.87878787879,0.0015479972100508,0.00181757533244823,0.00263930204617522,0.00356077361606145,0.00392001051106275
"34",2014,0.00155052295561986,0.00181412338330452,0.00263051479196701,0.00354076027330779,0.00389230753493004
"35",2014.12121212121,0.00155160410124649,0.00180873199038684,0.00261825970506262,0.00352109779958561,0.00387536279247076
"36",2014.24242424242,0.00154722625591112,0.00180777131703805,0.00260681212995861,0.00350663250546664,0.00385378185125267
"37",2014.36363636364,0.00154318568651338,0.0018018356360515,0.00259665892647264,0.00348804577735026,0.00382310279855436
"38",2014.48484848485,0.00154173731494529,0.00179917469636632,0.00258157063611978,0.00347222974020089,0.00380353500003828
"39",2014.60606060606,0.00154013828955606,0.00179389451724993,0.00257043706110377,0.00345326816257792,0.0037880906345114
"40",2014.72727272727,0.00153121497850928,0.00178331010907839,0.00255678666480989,0.00343428554693436,0.00377234678312605
"41",2014.84848484848,0.0015271084687148,0.00177980132274054,0.00254843269428511,0.00340883017037778,0.00375535741222009
"42",2014.9696969697,0.00152045961089763,0.00177419250092098,0.00253881543403775,0.00339557207424913,0.00373004476671034
"43",2015.09090909091,0.00151930968160171,0.00177115721357518,0.00252699986191773,0.00337527816305746,0.00369521555293471
"44",2015.21212121212,0.001521203559019,0.00176681781187679,0.00252183568419303,0.00336534090335326,0.00368040275393513
"45",2015.33333333333,0.00151477045972479,0.00176296144441544,0.00250808732669034,0.00335510322099995,0.00366902178035262
"46",2015.45454545455,0.00151071439352242,0.00176090534688555,0.00249890063141723,0.00333425607954753,0.00365938330549002
"47",2015.57575757576,0.00151823961440759,0.00175595810668319,0.00248791684561501,0.00331485733141536,0.00363636160361443
"48",2015.69696969697,0.00151172659449185,0.00174753100933261,0.00248149110332847,0.00329181575215868,0.00361562878560868
"49",2015.81818181818,0.00150726319860536,0.00174237257629333,0.00247045075672265,0.00327405114439122,0.00359087994281879
"50",2015.93939393939,0.00150103540352524,0.0017318596596014,0.00246004576521173,0.00326426435694628,0.00357586430376975
"51",2016.06060606061,0.00149568159819214,0.0017228550247481,0.00244566926916019,0.00324733573591021,0.00358168323755619
"52",2016.18181818182,0.00148980131121724,0.00171390499010033,0.00243616309978082,0.00322862003525145,0.00355520735291908
"53",2016.30303030303,0.00148407515517954,0.00170938937106583,0.00242755909281308,0.00321474768424824,0.0035427975536986
"54",2016.42424242424,0.00147720073306508,0.0017018372489811,0.00241510426808933,0.00320658078728293,0.00353457457726393
"55",2016.54545454545,0.00146824377775995,0.00169382920645256,0.00240010053460871,0.00319098676914201,0.00353090202370386
"56",2016.66666666667,0.00146642884734999,0.00168571964700174,0.00238946196034428,0.00318333786987901,0.00352194354349889
"57",2016.78787878788,0.00145654270827118,0.00168013069038311,0.00238269380437565,0.00317202292489795,0.00351427927539642
"58",2016.90909090909,0.00145221945525528,0.00166759557229791,0.0023746711234877,0.00315507631275188,0.00350181665632821
"59",2017.0303030303,0.00144461688975977,0.00166043049159972,0.00236239387460905,0.00314343070111039,0.00348547632136722
"60",2017.15151515152,0.00142632985349477,0.00164759714103403,0.00235401734571075,0.00313185553989233,0.0034748335175026
"61",2017.27272727273,0.00142033003914954,0.00164050769470797,0.00234380895671521,0.00311865792865325,0.00346656079178828
"62",2017.39393939394,0.00141184449818391,0.00163041746475076,0.00233452164930287,0.00310758916984609,0.00345723076597363
"63",2017.51515151515,0.00140905213954429,0.00161885458441736,0.00232176008492489,0.00310472834072145,0.00344559282961131
"64",2017.63636363636,0.00140668542373351,0.00160123483606017,0.00230870745904039,0.00309862741918803,0.00343882854266769
"65",2017.75757575758,0.00139699743637604,0.00158864520987761,0.00229847794437474,0.0030897464542093,0.00342969510286579
"66",2017.87878787879,0.00138779212081712,0.00158133446395799,0.00228517802745366,0.00308314957629336,0.00342106014093825
"67",2018,0.00137357886573084,0.00157571956861708,0.00227028331331853,0.00308670279137192,0.0034113064606997
"68",2018.12121212121,0.00136130985427499,0.00156135411067158,0.0022587529682894,0.0030827918310321,0.00340610843464647
